id,name,sex,age,height,weight,team,noc,games,year,season,city,sport,event,medal,region,bmi,sport_category,Female_M,Male_M,Female_P,Male_P
63571,Olga Kozhevnikova,F,15.0,152.0,43.0,Kazakhstan,KAZ,1996 Summer,1996,Summer,Atlanta,Gymnastics,Gymnastics Balance Beam,,Kazakhstan,18.6,Gymnastics,5,14,26.32,73.68
63572,Yelizaveta Aleksandrovna Kozhevnikova,F,18.0,166.0,59.0,Unified Team,EUN,1992 Winter,1992,Winter,Albertville,Freestyle Skiing,Freestyle Skiing Moguls,Silver,Russia,21.4,Skiing,45,64,41.28,58.72
63572,Yelizaveta Aleksandrovna Kozhevnikova,F,20.0,166.0,59.0,Russia,RUS,1994 Winter,1994,Winter,Lillehammer,Freestyle Skiing,Freestyle Skiing Moguls,Bronze,Russia,21.4,Skiing,46,67,40.71,59.29
63573,Inha Andrivna Kozhokhina,F,17.0,170.0,47.0,Ukraine,UKR,2004 Summer,2004,Summer,Athina,Rhythmic Gymnastics,Rhythmic Gymnastics Group,,Ukraine,16.3,Gymnastics,41,42,49.4,50.6
63574,Alina Yevhenivna Kozich,F,16.0,161.0,52.0,Ukraine,UKR,2004 Summer,2004,Summer,Athina,Gymnastics,Gymnastics Individual All-Around,,Ukraine,20.1,Gymnastics,41,42,49.4,50.6
63574,Alina Yevhenivna Kozich,F,16.0,161.0,52.0,Ukraine,UKR,2004 Summer,2004,Summer,Athina,Gymnastics,Gymnastics Team All-Around,,Ukraine,20.1,Gymnastics,41,42,49.4,50.6
63574,Alina Yevhenivna Kozich,F,16.0,161.0,52.0,Ukraine,UKR,2004 Summer,2004,Summer,Athina,Gymnastics,Gymnastics Floor Exercise,,Ukraine,20.1,Gymnastics,41,42,49.4,50.6
63574,Alina Yevhenivna Kozich,F,16.0,161.0,52.0,Ukraine,UKR,2004 Summer,2004,Summer,Athina,Gymnastics,Gymnastics Horse Vault,,Ukraine,20.1,Gymnastics,41,42,49.4,50.6
63574,Alina Yevhenivna Kozich,F,16.0,161.0,52.0,Ukraine,UKR,2004 Summer,2004,Summer,Athina,Gymnastics,Gymnastics Uneven Bars,,Ukraine,20.1,Gymnastics,41,42,49.4,50.6
63574,Alina Yevhenivna Kozich,F,16.0,161.0,52.0,Ukraine,UKR,2004 Summer,2004,Summer,Athina,Gymnastics,Gymnastics Balance Beam,,Ukraine,20.1,Gymnastics,41,42,49.4,50.6
63574,Alina Yevhenivna Kozich,F,20.0,161.0,52.0,Ukraine,UKR,2008 Summer,2008,Summer,Beijing,Gymnastics,Gymnastics Individual All-Around,,Ukraine,20.1,Gymnastics,35,6,85.37,14.63
63574,Alina Yevhenivna Kozich,F,20.0,161.0,52.0,Ukraine,UKR,2008 Summer,2008,Summer,Beijing,Gymnastics,Gymnastics Team All-Around,,Ukraine,20.1,Gymnastics,35,6,85.37,14.63
63574,Alina Yevhenivna Kozich,F,20.0,161.0,52.0,Ukraine,UKR,2008 Summer,2008,Summer,Beijing,Gymnastics,Gymnastics Floor Exercise,,Ukraine,20.1,Gymnastics,35,6,85.37,14.63
63574,Alina Yevhenivna Kozich,F,20.0,161.0,52.0,Ukraine,UKR,2008 Summer,2008,Summer,Beijing,Gymnastics,Gymnastics Uneven Bars,,Ukraine,20.1,Gymnastics,35,6,85.37,14.63
63574,Alina Yevhenivna Kozich,F,20.0,161.0,52.0,Ukraine,UKR,2008 Summer,2008,Summer,Beijing,Gymnastics,Gymnastics Balance Beam,,Ukraine,20.1,Gymnastics,35,6,85.37,14.63
63586,Aleksey Petrovich Kozlov,M,23.0,176.0,66.0,Belarus,BLR,2012 Summer,2012,Summer,London,Football,Football,,Belarus,21.3,Team,0,16,0.0,100.0
63587,Boris Kozlov,M,25.0,167.0,60.0,Soviet Union,RUS,1976 Summer,1976,Summer,Montreal,Diving,Diving Springboard,,Russia,21.5,Aquatics,27,36,42.86,57.14
63588,Igor Nikolayevich Kozlov,M,21.0,163.0,60.0,Belarus,BLR,2008 Summer,2008,Summer,Beijing,Gymnastics,Gymnastics Individual All-Around,,Belarus,22.6,Gymnastics,14,38,26.92,73.08
63588,Igor Nikolayevich Kozlov,M,21.0,163.0,60.0,Belarus,BLR,2008 Summer,2008,Summer,Beijing,Gymnastics,Gymnastics Team All-Around,,Belarus,22.6,Gymnastics,14,38,26.92,73.08
63588,Igor Nikolayevich Kozlov,M,21.0,163.0,60.0,Belarus,BLR,2008 Summer,2008,Summer,Beijing,Gymnastics,Gymnastics Floor Exercise,,Belarus,22.6,Gymnastics,14,38,26.92,73.08
63588,Igor Nikolayevich Kozlov,M,21.0,163.0,60.0,Belarus,BLR,2008 Summer,2008,Summer,Beijing,Gymnastics,Gymnastics Parallel Bars,,Belarus,22.6,Gymnastics,14,38,26.92,73.08
63588,Igor Nikolayevich Kozlov,M,21.0,163.0,60.0,Belarus,BLR,2008 Summer,2008,Summer,Beijing,Gymnastics,Gymnastics Rings,,Belarus,22.6,Gymnastics,14,38,26.92,73.08
63588,Igor Nikolayevich Kozlov,M,21.0,163.0,60.0,Belarus,BLR,2008 Summer,2008,Summer,Beijing,Gymnastics,Gymnastics Pommelled Horse,,Belarus,22.6,Gymnastics,14,38,26.92,73.08
63589,Ivan Kozlov,M,19.0,178.0,66.0,Ukraine,UKR,1998 Winter,1998,Winter,Nagano,Ski Jumping,Ski Jumping Normal Hill Individual,,Ukraine,20.8,Skiing,41,37,52.56,47.44
63589,Ivan Kozlov,M,19.0,178.0,66.0,Ukraine,UKR,1998 Winter,1998,Winter,Nagano,Ski Jumping,Ski Jumping Large Hill Individual,,Ukraine,20.8,Skiing,41,37,52.56,47.44
63590,Nikolay Nikolayevich Kozlov,M,20.0,192.0,92.0,Unified Team,EUN,1992 Summer,1992,Summer,Barcelona,Water Polo,Water Polo,Bronze,Russia,25.0,Team,29,44,39.73,60.27
63590,Nikolay Nikolayevich Kozlov,M,23.0,192.0,92.0,Russia,RUS,1996 Summer,1996,Summer,Atlanta,Water Polo,Water Polo,,Russia,25.0,Team,23,39,37.1,62.9
63590,Nikolay Nikolayevich Kozlov,M,28.0,192.0,92.0,Russia,RUS,2000 Summer,2000,Summer,Sydney,Water Polo,Water Polo,Silver,Russia,25.0,Team,36,52,40.91,59.09
63590,Nikolay Nikolayevich Kozlov,M,32.0,192.0,92.0,Russia,RUS,2004 Summer,2004,Summer,Athina,Water Polo,Water Polo,Bronze,Russia,25.0,Team,35,38,47.95,52.05
63591,Viktor Nikolayevich Kozlov,M,30.0,195.0,103.0,Russia,RUS,2006 Winter,2006,Winter,Torino,Ice Hockey,Ice Hockey,,Russia,27.1,Skating,52,61,46.02,53.98
63591,Viktor Nikolayevich Kozlov,M,34.0,195.0,103.0,Russia,RUS,2010 Winter,2010,Winter,Vancouver,Ice Hockey,Ice Hockey,,Russia,27.1,Skating,59,52,53.15,46.85
63592,Vitalij Kozlov,M,21.0,180.0,72.0,Lithuania,LTU,2008 Summer,2008,Summer,Beijing,Athletics,Athletics 800 Metres,,Lithuania,22.2,Combined,14,8,63.64,36.36
63593,Vladimir Yevgenyevich Kozlov,M,29.0,182.0,86.0,Soviet Union-1,RUS,1988 Winter,1988,Winter,Calgary,Bobsleigh,Bobsleigh Two,Gold,Russia,26.0,Sliding,3,8,27.27,72.73
63593,Vladimir Yevgenyevich Kozlov,M,29.0,182.0,86.0,Soviet Union-2,RUS,1988 Winter,1988,Winter,Calgary,Bobsleigh,Bobsleigh Four,Bronze,Russia,26.0,Sliding,3,8,27.27,72.73
63594,Vladimir Vladimirovich Kozlov,M,23.0,183.0,87.0,Belarus,BLR,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Javelin Throw,,Belarus,26.0,Combined,33,20,62.26,37.74
63594,Vladimir Vladimirovich Kozlov,M,27.0,183.0,87.0,Belarus,BLR,2012 Summer,2012,Summer,London,Athletics,Athletics Javelin Throw,,Belarus,26.0,Combined,35,17,67.31,32.69
63595,Vladimir Kozlov,M,24.0,177.0,80.0,Soviet Union,RUS,1984 Winter,1984,Winter,Sarajevo,Speed Skating,Speed Skating 500 Metres,,Russia,25.5,Skating,20,43,31.75,68.25
63596,Anna A. Kozlova,F,19.0,177.0,62.0,Unified Team,EUN,1992 Summer,1992,Summer,Barcelona,Synchronized Swimming,Synchronized Swimming Solo,,Russia,19.8,Aquatics,37,41,47.44,52.56
63596,Anna A. Kozlova,F,19.0,177.0,62.0,Unified Team,EUN,1992 Summer,1992,Summer,Barcelona,Synchronized Swimming,Synchronized Swimming Duet,,Russia,19.8,Aquatics,37,41,47.44,52.56
63616,Aleksandr Aleksandrovich Kozubovsky,M,26.0,198.0,99.0,Belarus,BLR,2008 Summer,2008,Summer,Beijing,Rowing,Rowing Coxless Fours,,Belarus,25.3,Paddling,4,22,15.38,84.62
63616,Aleksandr Aleksandrovich Kozubovsky,M,30.0,198.0,99.0,Belarus,BLR,2012 Summer,2012,Summer,London,Rowing,Rowing Coxless Fours,,Belarus,25.3,Paddling,9,11,45.0,55.0
63620,Igor Vladimirovich Kozyr,M,29.0,177.0,76.0,Belarus,BLR,1996 Summer,1996,Summer,Atlanta,Wrestling,"Wrestling Welterweight, Freestyle",,Belarus,24.3,Combat,1,22,4.35,95.65
63621,Valentyna Vasylivna Kozyr (-Avilova),F,18.0,170.0,68.0,Soviet Union,UKR,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics High Jump,Bronze,Ukraine,23.5,Combined,6,15,28.57,71.43
63622,Aleksandr Sergeyevich Kozyrev,M,27.0,173.0,72.0,Russia,RUS,2014 Winter,2014,Winter,Sochi,Curling,Curling,,Russia,24.1,Skating,71,70,50.35,49.65
63623,Lyubov Vladimirovna Kozyreva (-Timofeyeva),F,23.0,178.0,78.0,Soviet Union,RUS,1980 Summer,1980,Summer,Moskva,Volleyball,Volleyball,Gold,Russia,24.6,Team,20,39,33.9,66.1
63624,Lyubov Vladimirovna Kozyreva-Baranova (-Vatina),F,26.0,155.0,53.0,Soviet Union,RUS,1956 Winter,1956,Winter,Cortina d'Ampezzo,Cross Country Skiing,Cross Country Skiing 10 Kilometres,Gold,Russia,22.1,Skiing,12,33,26.67,73.33
63624,Lyubov Vladimirovna Kozyreva-Baranova (-Vatina),F,26.0,155.0,53.0,Soviet Union,RUS,1956 Winter,1956,Winter,Cortina d'Ampezzo,Cross Country Skiing,Cross Country Skiing 3 X 5 Kilometres Relay,Silver,Russia,22.1,Skiing,12,33,26.67,73.33
63624,Lyubov Vladimirovna Kozyreva-Baranova (-Vatina),F,30.0,155.0,53.0,Soviet Union,RUS,1960 Winter,1960,Winter,Squaw Valley,Cross Country Skiing,Cross Country Skiing 10 Kilometres,Silver,Russia,22.1,Skiing,16,27,37.21,62.79
63624,Lyubov Vladimirovna Kozyreva-Baranova (-Vatina),F,30.0,155.0,53.0,Soviet Union,RUS,1960 Winter,1960,Winter,Squaw Valley,Cross Country Skiing,Cross Country Skiing 3 X 5 Kilometres Relay,Silver,Russia,22.1,Skiing,16,27,37.21,62.79
63644,Vikt'or K'rat'asiuk'i,M,23.0,184.0,80.0,Soviet Union,UKR,1972 Summer,1972,Summer,Munich,Canoeing,"Canoeing Kayak Doubles, 1,000 Metres",Gold,Ukraine,23.6,Paddling,2,8,20.0,80.0
63692,Yury Olegovich Krakovetsky,M,19.0,180.0,130.0,Kyrgyzstan,KGZ,2012 Summer,2012,Summer,London,Judo,Judo Heavyweight,,Kyrgyzstan,40.1,Combat,1,6,14.29,85.71
63692,Yury Olegovich Krakovetsky,M,23.0,180.0,130.0,Kyrgyzstan,KGZ,2016 Summer,2016,Summer,Rio de Janeiro,Judo,Judo Heavyweight,,Kyrgyzstan,40.1,Combat,1,9,10.0,90.0
63693,Irina Krakoviak,F,23.0,164.0,55.0,Lithuania,LTU,2000 Summer,2000,Summer,Sydney,Athletics,"Athletics 1,500 Metres",,Lithuania,20.4,Combined,10,9,52.63,47.37
63708,Anton Kramarenko,M,20.0,179.0,60.0,Kyrgyzstan,KGZ,2004 Summer,2004,Summer,Athina,Swimming,Swimming 200 Metres Breaststroke,,Kyrgyzstan,18.7,Aquatics,0,5,0.0,100.0
63709,Boris Grigoryevich Kramarenko,M,24.0,166.0,62.0,Soviet Union,RUS,1980 Summer,1980,Summer,Moskva,Wrestling,"Wrestling Featherweight, Greco-Roman",Bronze,Russia,22.5,Combat,0,21,0.0,100.0
63710,Oleh Kramarenko,M,25.0,180.0,86.0,Ukraine,UKR,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics 4 X 100 Metres Relay,,Ukraine,26.5,Combined,27,24,52.94,47.06
63711,Yekaterina Aleksandrovna Kramarenko,F,17.0,146.0,40.0,Russia,RUS,2008 Summer,2008,Summer,Beijing,Gymnastics,Gymnastics Individual All-Around,,Russia,18.8,Gymnastics,38,40,48.72,51.28
63711,Yekaterina Aleksandrovna Kramarenko,F,17.0,146.0,40.0,Russia,RUS,2008 Summer,2008,Summer,Beijing,Gymnastics,Gymnastics Team All-Around,,Russia,18.8,Gymnastics,38,40,48.72,51.28
63711,Yekaterina Aleksandrovna Kramarenko,F,17.0,146.0,40.0,Russia,RUS,2008 Summer,2008,Summer,Beijing,Gymnastics,Gymnastics Floor Exercise,,Russia,18.8,Gymnastics,38,40,48.72,51.28
63711,Yekaterina Aleksandrovna Kramarenko,F,17.0,146.0,40.0,Russia,RUS,2008 Summer,2008,Summer,Beijing,Gymnastics,Gymnastics Uneven Bars,,Russia,18.8,Gymnastics,38,40,48.72,51.28
63711,Yekaterina Aleksandrovna Kramarenko,F,17.0,146.0,40.0,Russia,RUS,2008 Summer,2008,Summer,Beijing,Gymnastics,Gymnastics Balance Beam,,Russia,18.8,Gymnastics,38,40,48.72,51.28
63748,Gintaras Krapikas,M,31.0,197.0,95.0,Lithuania,LTU,1992 Summer,1992,Summer,Barcelona,Basketball,Basketball,Bronze,Lithuania,24.5,Team,1,12,7.69,92.31
63749,Anastasiya Sergeyevna Krapivina,F,21.0,170.0,56.0,Russia,RUS,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming 10 Kilometres Open Water,,Russia,19.4,Aquatics,48,49,49.48,50.52
63753,Aleksandr Krasavin,M,24.0,179.0,77.0,Soviet Union,RUS,1952 Summer,1952,Summer,Helsinki,Canoeing,"Canoeing Canadian Doubles, 1,000 Metres",,Russia,24.0,Paddling,1,35,2.78,97.22
63755,Vyacheslav Borisovich Krasilnikov,M,25.0,196.0,90.0,Russia-1,RUS,2016 Summer,2016,Summer,Rio de Janeiro,Beach Volleyball,Beach Volleyball,,Russia,23.4,Team,42,16,72.41,27.59
63756,Yevgeny Vitalyevich Krasilnikov,M,23.0,191.0,89.0,Soviet Union,RUS,1988 Summer,1988,Summer,Seoul,Volleyball,Volleyball,Silver,Russia,24.4,Team,24,39,38.1,61.9
63756,Yevgeny Vitalyevich Krasilnikov,M,27.0,191.0,89.0,Unified Team,RUS,1992 Summer,1992,Summer,Barcelona,Volleyball,Volleyball,,Russia,24.4,Team,29,44,39.73,60.27
63757,Nataliya Nikolayevna Krasilnikova,F,22.0,173.0,63.0,Kazakhstan,KAZ,2004 Summer,2004,Summer,Athina,Water Polo,Water Polo,,Kazakhstan,21.0,Team,11,12,47.83,52.17
63758,Mikhail Krasilov,M,26.0,183.0,70.0,Kazakhstan,KAZ,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Marathon,,Kazakhstan,20.9,Combined,23,6,79.31,20.69
63760,Maria Krasiltseva,F,16.0,163.0,57.0,Armenia,ARM,1998 Winter,1998,Winter,Nagano,Figure Skating,Figure Skating Mixed Pairs,,Armenia,21.5,Skating,2,2,50.0,50.0
63760,Maria Krasiltseva,F,20.0,163.0,57.0,Armenia,ARM,2002 Winter,2002,Winter,Salt Lake City,Figure Skating,Figure Skating Mixed Pairs,,Armenia,21.5,Skating,2,1,66.67,33.33
63761,Serhiy Oleksandrovych Krasiuk,M,18.0,190.0,78.0,Soviet Union,UKR,1980 Summer,1980,Summer,Moskva,Swimming,Swimming 100 Metres Freestyle,,Ukraine,21.6,Aquatics,7,8,46.67,53.33
63761,Serhiy Oleksandrovych Krasiuk,M,18.0,190.0,78.0,Soviet Union,UKR,1980 Summer,1980,Summer,Moskva,Swimming,Swimming 4 X 200 Metres Freestyle Relay,Gold,Ukraine,21.6,Aquatics,7,8,46.67,53.33
63761,Serhiy Oleksandrovych Krasiuk,M,18.0,190.0,78.0,Soviet Union,UKR,1980 Summer,1980,Summer,Moskva,Swimming,Swimming 4 X 100 Metres Medley Relay,Silver,Ukraine,21.6,Aquatics,7,8,46.67,53.33
63763,Aleksandr Krasko,M,24.0,190.0,100.0,Belarus,BLR,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Hammer Throw,,Belarus,27.7,Combined,22,15,59.46,40.54
63766,Iryna Vasylivna Krasnianska,F,16.0,155.0,51.0,Ukraine,UKR,2004 Summer,2004,Summer,Athina,Gymnastics,Gymnastics Individual All-Around,,Ukraine,21.2,Gymnastics,41,42,49.4,50.6
63766,Iryna Vasylivna Krasnianska,F,16.0,155.0,51.0,Ukraine,UKR,2004 Summer,2004,Summer,Athina,Gymnastics,Gymnastics Team All-Around,,Ukraine,21.2,Gymnastics,41,42,49.4,50.6
63766,Iryna Vasylivna Krasnianska,F,16.0,155.0,51.0,Ukraine,UKR,2004 Summer,2004,Summer,Athina,Gymnastics,Gymnastics Uneven Bars,,Ukraine,21.2,Gymnastics,41,42,49.4,50.6
63766,Iryna Vasylivna Krasnianska,F,16.0,155.0,51.0,Ukraine,UKR,2004 Summer,2004,Summer,Athina,Gymnastics,Gymnastics Balance Beam,,Ukraine,21.2,Gymnastics,41,42,49.4,50.6
63766,Iryna Vasylivna Krasnianska,F,20.0,155.0,51.0,Ukraine,UKR,2008 Summer,2008,Summer,Beijing,Gymnastics,Gymnastics Individual All-Around,,Ukraine,21.2,Gymnastics,35,6,85.37,14.63
63766,Iryna Vasylivna Krasnianska,F,20.0,155.0,51.0,Ukraine,UKR,2008 Summer,2008,Summer,Beijing,Gymnastics,Gymnastics Team All-Around,,Ukraine,21.2,Gymnastics,35,6,85.37,14.63
63766,Iryna Vasylivna Krasnianska,F,20.0,155.0,51.0,Ukraine,UKR,2008 Summer,2008,Summer,Beijing,Gymnastics,Gymnastics Uneven Bars,,Ukraine,21.2,Gymnastics,35,6,85.37,14.63
63766,Iryna Vasylivna Krasnianska,F,20.0,155.0,51.0,Ukraine,UKR,2008 Summer,2008,Summer,Beijing,Gymnastics,Gymnastics Balance Beam,,Ukraine,21.2,Gymnastics,35,6,85.37,14.63
63767,Natella Arkhipovna Krasnikova,F,26.0,160.0,60.0,Soviet Union,RUS,1980 Summer,1980,Summer,Moskva,Hockey,Hockey,Bronze,Russia,23.4,Miscellaneous,21,33,38.89,61.11
63770,Olesya Aleksandrovna Krasnomovets (-Forsheva),F,25.0,171.0,60.0,Russia,RUS,2004 Summer,2004,Summer,Athina,Athletics,Athletics 4 X 400 Metres Relay,Silver,Russia,20.5,Combined,72,59,54.96,45.04
63772,Hanna Serhivna Krasnoshlyk,F,20.0,171.0,59.0,Ukraine,UKR,2016 Summer,2016,Summer,Rio de Janeiro,Diving,Diving Platform,,Ukraine,20.2,Aquatics,17,8,68.0,32.0
63773,Aleksandr Gennadyevich Krasnov,M,20.0,175.0,68.0,Soviet Union,RUS,1980 Summer,1980,Summer,Moskva,Cycling,"Cycling Team Pursuit, 4,000 Metres",Gold,Russia,22.2,Cycling,0,15,0.0,100.0
63775,Vladimir Aleksandrovich Krasnov,M,21.0,190.0,70.0,Russia,RUS,2012 Summer,2012,Summer,London,Athletics,Athletics 4 X 400 Metres Relay,,Russia,19.4,Combined,69,46,60.0,40.0
63776,Vera Ivanovna Krasnova,F,21.0,158.0,58.0,Soviet Union,RUS,1972 Winter,1972,Winter,Sapporo,Speed Skating,Speed Skating 500 Metres,Silver,Russia,23.2,Skating,12,32,27.27,72.73
63776,Vera Ivanovna Krasnova,F,25.0,158.0,58.0,Soviet Union,RUS,1976 Winter,1976,Winter,Innsbruck,Speed Skating,Speed Skating 500 Metres,,Russia,23.2,Skating,15,42,26.32,73.68
63777,Aleksandr Krasnoyartsev,M,20.0,173.0,69.0,Unified Team,EUN,1992 Summer,1992,Summer,Barcelona,Hockey,Hockey,,Russia,23.1,Miscellaneous,8,42,16.0,84.0
63778,Aleksandr Vladimirovich Krasnykh,M,21.0,188.0,80.0,Russia,RUS,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming 200 Metres Freestyle,,Russia,22.6,Aquatics,48,49,49.48,50.52
63778,Aleksandr Vladimirovich Krasnykh,M,21.0,188.0,80.0,Russia,RUS,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming 400 Metres Freestyle,,Russia,22.6,Aquatics,48,49,49.48,50.52
63778,Aleksandr Vladimirovich Krasnykh,M,21.0,188.0,80.0,Russia,RUS,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming 4 X 200 Metres Freestyle Relay,,Russia,22.6,Aquatics,48,49,49.48,50.52
63779,Jānis Krasovskis,M,24.0,178.0,74.0,Soviet Union,LAT,1960 Summer,1960,Summer,Roma,Athletics,Athletics Pole Vault,,Latvia,23.4,Combined,1,1,50.0,50.0
63780,Oleksiy Krasovskiy,M,19.0,177.0,67.0,Ukraine,UKR,2014 Winter,2014,Winter,Sochi,Cross Country Skiing,Cross Country Skiing Sprint,,Ukraine,21.4,Skiing,46,32,58.97,41.03
63780,Oleksiy Krasovskiy,M,19.0,177.0,67.0,Ukraine,UKR,2014 Winter,2014,Winter,Sochi,Cross Country Skiing,Cross Country Skiing 15 Kilometres,,Ukraine,21.4,Skiing,46,32,58.97,41.03
63780,Oleksiy Krasovskiy,M,19.0,177.0,67.0,Ukraine,UKR,2014 Winter,2014,Winter,Sochi,Cross Country Skiing,Cross Country Skiing Team Sprint,,Ukraine,21.4,Skiing,46,32,58.97,41.03
63796,Hennadiy Krasylnykov,M,23.0,180.0,120.0,Ukraine,UKR,2000 Summer,2000,Summer,Sydney,Weightlifting,Weightlifting Super-Heavyweight,,Ukraine,37.0,Miscellaneous,8,21,27.59,72.41
63796,Hennadiy Krasylnykov,M,27.0,180.0,120.0,Ukraine,UKR,2004 Summer,2004,Summer,Athina,Weightlifting,Weightlifting Super-Heavyweight,,Ukraine,37.0,Miscellaneous,6,19,24.0,76.0
63870,Ineta Kravale (-Vtola),F,34.0,165.0,56.0,Latvia,LAT,1994 Winter,1994,Winter,Lillehammer,Cross Country Skiing,Cross Country Skiing 5 Kilometres,,Latvia,20.6,Skiing,5,12,29.41,70.59
63870,Ineta Kravale (-Vtola),F,34.0,165.0,56.0,Latvia,LAT,1994 Winter,1994,Winter,Lillehammer,Cross Country Skiing,Cross Country Skiing 15 Kilometres,,Latvia,20.6,Skiing,5,12,29.41,70.59
63870,Ineta Kravale (-Vtola),F,34.0,165.0,56.0,Latvia,LAT,1994 Winter,1994,Winter,Lillehammer,Cross Country Skiing,Cross Country Skiing 30 Kilometres,,Latvia,20.6,Skiing,5,12,29.41,70.59
63873,Olena Vitalivna Kravatska,F,24.0,176.0,66.0,Ukraine,UKR,2016 Summer,2016,Summer,Rio de Janeiro,Fencing,"Fencingsabre, Individual",,Ukraine,21.3,Miscellaneous,19,12,61.29,38.71
63873,Olena Vitalivna Kravatska,F,24.0,176.0,66.0,Ukraine,UKR,2016 Summer,2016,Summer,Rio de Janeiro,Fencing,"Fencingsabre, Team",Silver,Ukraine,21.3,Miscellaneous,19,12,61.29,38.71
63874,Aleksandr Aleksandrovich Kravchenko,M,24.0,172.0,60.0,Russia,RUS,1998 Winter,1998,Winter,Nagano,Cross Country Skiing,Cross Country Skiing 30 Kilometres,,Russia,20.3,Skiing,42,69,37.84,62.16
63875,Andrey Sergeyevich Kravchenko,M,22.0,191.0,83.0,Belarus,BLR,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Decathlon,Silver,Belarus,22.8,Combined,33,20,62.26,37.74
63876,Anzhela Kravchenko,F,29.0,165.0,59.0,Ukraine,UKR,2000 Summer,2000,Summer,Sydney,Athletics,Athletics 100 Metres,,Ukraine,21.7,Combined,33,33,50.0,50.0
63876,Anzhela Kravchenko,F,29.0,165.0,59.0,Ukraine,UKR,2000 Summer,2000,Summer,Sydney,Athletics,Athletics 4 X 100 Metres Relay,,Ukraine,21.7,Combined,33,33,50.0,50.0
63877,Hanna Serhivna Kravchenko,F,26.0,186.0,80.0,Ukraine,UKR,2012 Summer,2012,Summer,London,Rowing,Rowing Double Sculls,,Ukraine,23.1,Paddling,8,16,33.33,66.67
63879,Nikolay Kravchenko,M,32.0,167.0,65.0,Soviet Union,RUS,1988 Summer,1988,Summer,Seoul,Sailing,Sailing Mixed Windsurfer,,Russia,23.3,Water,0,10,0.0,100.0
63880,Vadim Vladimirovich Kravchenko,M,27.0,178.0,70.0,Kazakhstan,KAZ,1996 Summer,1996,Summer,Atlanta,Cycling,"Cycling Individual Pursuit, 4,000 Metres",,Kazakhstan,22.1,Cycling,2,6,25.0,75.0
63880,Vadim Vladimirovich Kravchenko,M,31.0,178.0,70.0,Kazakhstan,KAZ,2000 Summer,2000,Summer,Sydney,Cycling,"Cycling Individual Pursuit, 4,000 Metres",,Kazakhstan,22.1,Cycling,0,9,0.0,100.0
63881,Valery Ivanovich Kravchenko,M,29.0,196.0,96.0,Soviet Union,RUS,1968 Summer,1968,Summer,Mexico City,Volleyball,Volleyball,Gold,Russia,25.0,Team,11,18,37.93,62.07
63881,Valery Ivanovich Kravchenko,M,33.0,196.0,96.0,Soviet Union,RUS,1972 Summer,1972,Summer,Munich,Volleyball,Volleyball,Bronze,Russia,25.0,Team,12,45,21.05,78.95
63882,Viktor Petrovich Kravchenko,M,23.0,172.0,65.0,Soviet Union,RUS,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Triple Jump,Bronze,Russia,22.0,Combined,27,46,36.99,63.01
63883,Vladimir Kravchenko,M,20.0,187.0,81.0,Soviet Union,RUS,1968 Summer,1968,Summer,Mexico City,Swimming,Swimming 200 Metres Individual Medley,,Russia,23.2,Aquatics,18,43,29.51,70.49
63883,Vladimir Kravchenko,M,20.0,187.0,81.0,Soviet Union,RUS,1968 Summer,1968,Summer,Mexico City,Swimming,Swimming 400 Metres Individual Medley,,Russia,23.2,Aquatics,18,43,29.51,70.49
63884,Volodymyr Kravchenko,M,26.0,184.0,76.0,Ukraine,UKR,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Triple Jump,,Ukraine,22.4,Combined,27,24,52.94,47.06
63885,Igor Aleksandrovich Kravchuk,M,21.0,185.0,95.0,Soviet Union,RUS,1988 Winter,1988,Winter,Calgary,Ice Hockey,Ice Hockey,Gold,Russia,27.8,Skating,19,43,30.65,69.35
63885,Igor Aleksandrovich Kravchuk,M,25.0,185.0,95.0,Unified Team,RUS,1992 Winter,1992,Winter,Albertville,Ice Hockey,Ice Hockey,Gold,Russia,27.8,Skating,33,46,41.77,58.23
63885,Igor Aleksandrovich Kravchuk,M,31.0,185.0,95.0,Russia,RUS,1998 Winter,1998,Winter,Nagano,Ice Hockey,Ice Hockey,Silver,Russia,27.8,Skating,28,46,37.84,62.16
63885,Igor Aleksandrovich Kravchuk,M,35.0,185.0,95.0,Russia,RUS,2002 Winter,2002,Winter,Salt Lake City,Ice Hockey,Ice Hockey,Bronze,Russia,27.8,Skating,50,43,53.76,46.24
63886,Serhiy Volodymyrovych Kravchuk,M,28.0,178.0,72.0,Unified Team,EUN,1992 Summer,1992,Summer,Barcelona,Fencing,"Fencing Epee, Individual",,Russia,22.7,Miscellaneous,8,42,16.0,84.0
