id,name,sex,age,height,weight,team,noc,games,year,season,city,sport,event,medal,region
41172,Vladimir Nikolayevich Golikov,M,25.0,183.0,84.0,Soviet Union,RUS,1980 Winter,1980,Winter,Lake Placid,Ice Hockey,Ice Hockey,Silver,Russia
41173,Angelina Romanovna Golikova,F,22.0,172.0,72.0,Russia,RUS,2014 Winter,2014,Winter,Sochi,Speed Skating,Speed Skating 500 Metres,,Russia
41195,Lyudmila Golomazova (Gaponova-),F,20.0,174.0,66.0,Soviet Union,RUS,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics 100 Metres,,Russia
41195,Lyudmila Golomazova (Gaponova-),F,20.0,174.0,66.0,Soviet Union,RUS,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics 200 Metres,,Russia
41201,Anton Sergeyevich Golotsutskov,M,19.0,165.0,63.0,Russia,RUS,2004 Summer,2004,Summer,Athina,Gymnastics,Gymnastics Individual All-Around,,Russia
41201,Anton Sergeyevich Golotsutskov,M,19.0,165.0,63.0,Russia,RUS,2004 Summer,2004,Summer,Athina,Gymnastics,Gymnastics Team All-Around,,Russia
41201,Anton Sergeyevich Golotsutskov,M,19.0,165.0,63.0,Russia,RUS,2004 Summer,2004,Summer,Athina,Gymnastics,Gymnastics Floor Exercise,,Russia
41201,Anton Sergeyevich Golotsutskov,M,19.0,165.0,63.0,Russia,RUS,2004 Summer,2004,Summer,Athina,Gymnastics,Gymnastics Horse Vault,,Russia
41201,Anton Sergeyevich Golotsutskov,M,19.0,165.0,63.0,Russia,RUS,2004 Summer,2004,Summer,Athina,Gymnastics,Gymnastics Parallel Bars,,Russia
41201,Anton Sergeyevich Golotsutskov,M,19.0,165.0,63.0,Russia,RUS,2004 Summer,2004,Summer,Athina,Gymnastics,Gymnastics Rings,,Russia
41201,Anton Sergeyevich Golotsutskov,M,19.0,165.0,63.0,Russia,RUS,2004 Summer,2004,Summer,Athina,Gymnastics,Gymnastics Pommelled Horse,,Russia
41201,Anton Sergeyevich Golotsutskov,M,23.0,165.0,63.0,Russia,RUS,2008 Summer,2008,Summer,Beijing,Gymnastics,Gymnastics Individual All-Around,,Russia
41201,Anton Sergeyevich Golotsutskov,M,23.0,165.0,63.0,Russia,RUS,2008 Summer,2008,Summer,Beijing,Gymnastics,Gymnastics Team All-Around,,Russia
41201,Anton Sergeyevich Golotsutskov,M,23.0,165.0,63.0,Russia,RUS,2008 Summer,2008,Summer,Beijing,Gymnastics,Gymnastics Floor Exercise,Bronze,Russia
41201,Anton Sergeyevich Golotsutskov,M,23.0,165.0,63.0,Russia,RUS,2008 Summer,2008,Summer,Beijing,Gymnastics,Gymnastics Horse Vault,Bronze,Russia
41201,Anton Sergeyevich Golotsutskov,M,23.0,165.0,63.0,Russia,RUS,2008 Summer,2008,Summer,Beijing,Gymnastics,Gymnastics Horizontal Bar,,Russia
41201,Anton Sergeyevich Golotsutskov,M,23.0,165.0,63.0,Russia,RUS,2008 Summer,2008,Summer,Beijing,Gymnastics,Gymnastics Rings,,Russia
41201,Anton Sergeyevich Golotsutskov,M,23.0,165.0,63.0,Russia,RUS,2008 Summer,2008,Summer,Beijing,Gymnastics,Gymnastics Pommelled Horse,,Russia
41202,Oleg Sergeyevich Golovanov,M,25.0,181.0,76.0,Soviet Union,RUS,1960 Summer,1960,Summer,Roma,Rowing,Rowing Coxless Pairs,Gold,Russia
41202,Oleg Sergeyevich Golovanov,M,29.0,181.0,76.0,Soviet Union,RUS,1964 Summer,1964,Summer,Tokyo,Rowing,Rowing Coxless Pairs,,Russia
41203,Vladimir Semyonovich Golovanov,M,25.0,172.0,90.0,Soviet Union,RUS,1964 Summer,1964,Summer,Tokyo,Weightlifting,Weightlifting Middle-Heavyweight,Gold,Russia
41204,Yevgeny Sergeyevich Golovanov,M,24.0,178.0,65.0,Belarus,BLR,1996 Summer,1996,Summer,Atlanta,Cycling,"Cycling Road Race, Individual",,Belarus
41205,Olga Mikhaylovna Golovanova,F,22.0,162.0,58.0,Russia,RUS,2006 Winter,2006,Winter,Torino,Snowboarding,Snowboarding Parallel Giant Slalom,,Russia
41206,Dmitry Anatolyevich Golovastov,M,21.0,187.0,78.0,Unified Team,EUN,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics 4 X 400 Metres Relay,,Russia
41206,Dmitry Anatolyevich Golovastov,M,29.0,187.0,78.0,Russia,RUS,2000 Summer,2000,Summer,Sydney,Athletics,Athletics 400 Metres,,Russia
41206,Dmitry Anatolyevich Golovastov,M,29.0,187.0,78.0,Russia,RUS,2000 Summer,2000,Summer,Sydney,Athletics,Athletics 4 X 400 Metres Relay,,Russia
41208,Aleksey Anatolyevich Golovin,M,29.0,190.0,110.0,Unified Team-1,EUN,1992 Winter,1992,Winter,Albertville,Bobsleigh,Bobsleigh Two,,Russia
41209,Luba Golovina,F,18.0,171.0,52.0,Georgia,GEO,2008 Summer,2008,Summer,Beijing,Trampolining,Trampolining Individual,,Georgia
41209,Luba Golovina,F,22.0,171.0,52.0,Georgia,GEO,2012 Summer,2012,Summer,London,Trampolining,Trampolining Individual,,Georgia
41209,Luba Golovina,F,26.0,171.0,52.0,Georgia,GEO,2016 Summer,2016,Summer,Rio de Janeiro,Trampolining,Trampolining Individual,,Georgia
41210,Yelena Vladimirovna Golovina,F,30.0,163.0,59.0,Unified Team,EUN,1992 Winter,1992,Winter,Albertville,Biathlon,Biathlon7.5 Kilometres Sprint,,Russia
41210,Yelena Vladimirovna Golovina,F,30.0,163.0,59.0,Unified Team,EUN,1992 Winter,1992,Winter,Albertville,Biathlon,Biathlon15 Kilometres,,Russia
41211,Gennady Gennadyevich Golovkin,M,22.0,180.0,75.0,Kazakhstan,KAZ,2004 Summer,2004,Summer,Athina,Boxing,Boxing Middleweight,Silver,Kazakhstan
41212,Olga Gennadyevna Golovkina,F,25.0,170.0,50.0,Russia,RUS,2012 Summer,2012,Summer,London,Athletics,"Athletics 5,000 Metres",,Russia
41213,Andrey Golovko,M,22.0,170.0,66.0,Kazakhstan,KAZ,2002 Winter,2002,Winter,Salt Lake City,Cross Country Skiing,Cross Country Skiing 15 Kilometres,,Kazakhstan
41213,Andrey Golovko,M,22.0,170.0,66.0,Kazakhstan,KAZ,2002 Winter,2002,Winter,Salt Lake City,Cross Country Skiing,Cross Country Skiing 50 Kilometres,,Kazakhstan
41213,Andrey Golovko,M,22.0,170.0,66.0,Kazakhstan,KAZ,2002 Winter,2002,Winter,Salt Lake City,Cross Country Skiing,Cross Country Skiing 10/10 Kilometres Pursuit,,Kazakhstan
41213,Andrey Golovko,M,22.0,170.0,66.0,Kazakhstan,KAZ,2002 Winter,2002,Winter,Salt Lake City,Cross Country Skiing,Cross Country Skiing 4 X 10 Kilometres Relay,,Kazakhstan
41213,Andrey Golovko,M,26.0,170.0,66.0,Kazakhstan,KAZ,2006 Winter,2006,Winter,Torino,Cross Country Skiing,Cross Country Skiing 15 Kilometres,,Kazakhstan
41213,Andrey Golovko,M,26.0,170.0,66.0,Kazakhstan,KAZ,2006 Winter,2006,Winter,Torino,Cross Country Skiing,Cross Country Skiing 50 Kilometres,,Kazakhstan
41213,Andrey Golovko,M,26.0,170.0,66.0,Kazakhstan,KAZ,2006 Winter,2006,Winter,Torino,Cross Country Skiing,Cross Country Skiing 30 Km Skiathlon,,Kazakhstan
41213,Andrey Golovko,M,26.0,170.0,66.0,Kazakhstan,KAZ,2006 Winter,2006,Winter,Torino,Cross Country Skiing,Cross Country Skiing 4 X 10 Kilometres Relay,,Kazakhstan
41214,Yury Golovshchikov,M,20.0,182.0,65.0,Soviet Union,RUS,1984 Winter,1984,Winter,Sarajevo,Ski Jumping,Ski Jumping Normal Hill Individual,,Russia
41214,Yury Golovshchikov,M,20.0,182.0,65.0,Soviet Union,RUS,1984 Winter,1984,Winter,Sarajevo,Ski Jumping,Ski Jumping Large Hill Individual,,Russia
41217,Nataliya Yuryevna Golts,F,22.0,164.0,55.0,Russia,RUS,2008 Summer,2008,Summer,Beijing,Wrestling,"Wrestlinglightweight, Freestyle",,Russia
41220,Mira Golub,F,18.0,171.0,60.0,Russia,RUS,1994 Winter,1994,Winter,Lillehammer,Alpine Skiing,Alpine Skiing Downhill,,Russia
41220,Mira Golub,F,18.0,171.0,60.0,Russia,RUS,1994 Winter,1994,Winter,Lillehammer,Alpine Skiing,Alpine Skiing Super G,,Russia
41220,Mira Golub,F,18.0,171.0,60.0,Russia,RUS,1994 Winter,1994,Winter,Lillehammer,Alpine Skiing,Alpine Skiing Combined,,Russia
41221,Yuliya Alekseyevna Golubchikova,F,25.0,175.0,54.0,Russia,RUS,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Pole Vault,,Russia
41222,Yury Golubev,M,24.0,179.0,74.0,Korshun,RUS,1952 Summer,1952,Summer,Helsinki,Sailing,Sailing Mixed Three Person Keelboat,,Russia
41223,Mariya Vasilyevna Golubnichaya,F,28.0,167.0,60.0,Soviet Union,RUS,1952 Summer,1952,Summer,Helsinki,Athletics,Athletics 80 Metres Hurdles,Silver,Russia
41223,Mariya Vasilyevna Golubnichaya,F,32.0,167.0,60.0,Soviet Union,RUS,1956 Summer,1956,Summer,Melbourne,Athletics,Athletics 80 Metres Hurdles,,Russia
41224,Aleksandr Vyacheslavovich Golubyov,M,19.0,174.0,74.0,Unified Team,EUN,1992 Winter,1992,Winter,Albertville,Speed Skating,Speed Skating 500 Metres,,Russia
41224,Aleksandr Vyacheslavovich Golubyov,M,21.0,174.0,74.0,Russia,RUS,1994 Winter,1994,Winter,Lillehammer,Speed Skating,Speed Skating 500 Metres,Gold,Russia
41224,Aleksandr Vyacheslavovich Golubyov,M,21.0,174.0,74.0,Russia,RUS,1994 Winter,1994,Winter,Lillehammer,Speed Skating,"Speed Skating 1,000 Metres",,Russia
41224,Aleksandr Vyacheslavovich Golubyov,M,25.0,174.0,74.0,Russia,RUS,1998 Winter,1998,Winter,Nagano,Speed Skating,Speed Skating 500 Metres,,Russia
41225,Aleksandr Golubyov,M,27.0,173.0,66.0,Unified Team,EUN,1992 Winter,1992,Winter,Albertville,Cross Country Skiing,Cross Country Skiing 30 Kilometres,,Russia
41225,Aleksandr Golubyov,M,27.0,173.0,66.0,Unified Team,EUN,1992 Winter,1992,Winter,Albertville,Cross Country Skiing,Cross Country Skiing 50 Kilometres,,Russia
41226,Sergey Viktorovich Golubyov,M,24.0,183.0,101.0,Russia-1,RUS,2002 Winter,2002,Winter,Salt Lake City,Bobsleigh,Bobsleigh Four,,Russia
41226,Sergey Viktorovich Golubyov,M,28.0,183.0,101.0,Russia-2,RUS,2006 Winter,2006,Winter,Torino,Bobsleigh,Bobsleigh Four,,Russia
41229,Vladimir Konstantinovich Golyas,M,21.0,180.0,62.0,Unified Team,EUN,1992 Summer,1992,Summer,Barcelona,Athletics,"Athletics 3,000 Metres Steeplechase",,Russia
41229,Vladimir Konstantinovich Golyas,M,25.0,180.0,62.0,Russia,RUS,1996 Summer,1996,Summer,Atlanta,Athletics,"Athletics 3,000 Metres Steeplechase",,Russia
41363,Nikolay Gomolko,M,22.0,182.0,80.0,Soviet Union,RUS,1960 Summer,1960,Summer,Roma,Rowing,Rowing Coxed Eights,,Russia
41381,Sergey Viktorovich Gonchar,M,23.0,188.0,93.0,Russia,RUS,1998 Winter,1998,Winter,Nagano,Ice Hockey,Ice Hockey,Silver,Russia
41381,Sergey Viktorovich Gonchar,M,27.0,188.0,93.0,Russia,RUS,2002 Winter,2002,Winter,Salt Lake City,Ice Hockey,Ice Hockey,Bronze,Russia
41381,Sergey Viktorovich Gonchar,M,31.0,188.0,93.0,Russia,RUS,2006 Winter,2006,Winter,Torino,Ice Hockey,Ice Hockey,,Russia
41381,Sergey Viktorovich Gonchar,M,35.0,188.0,93.0,Russia,RUS,2010 Winter,2010,Winter,Vancouver,Ice Hockey,Ice Hockey,,Russia
41382,Yekaterina Gennadyevna Gonchar,F,23.0,167.0,64.0,Belarus,BLR,2012 Summer,2012,Summer,London,Athletics,Athletics 4 X 100 Metres Relay,,Belarus
41383,Angelina Pavlovna Goncharenko,F,19.0,177.0,71.0,Russia,RUS,2014 Winter,2014,Winter,Sochi,Ice Hockey,Ice Hockey,,Russia
41384,Oleg Georgiyevich Goncharenko,M,24.0,174.0,70.0,Soviet Union,RUS,1956 Winter,1956,Winter,Cortina d'Ampezzo,Speed Skating,"Speed Skating 5,000 Metres",Bronze,Russia
41384,Oleg Georgiyevich Goncharenko,M,24.0,174.0,70.0,Soviet Union,RUS,1956 Winter,1956,Winter,Cortina d'Ampezzo,Speed Skating,"Speed Skating 10,000 Metres",Bronze,Russia
41384,Oleg Georgiyevich Goncharenko,M,28.0,174.0,70.0,Soviet Union,RUS,1960 Winter,1960,Winter,Squaw Valley,Speed Skating,"Speed Skating 5,000 Metres",,Russia
41385,Svetlana Valentinovna Goncharenko (Doronina-),F,25.0,173.0,63.0,Russia,RUS,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics 400 Metres,,Russia
41385,Svetlana Valentinovna Goncharenko (Doronina-),F,25.0,173.0,63.0,Russia,RUS,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics 4 X 400 Metres Relay,,Russia
41385,Svetlana Valentinovna Goncharenko (Doronina-),F,29.0,173.0,63.0,Russia,RUS,2000 Summer,2000,Summer,Sydney,Athletics,Athletics 4 X 400 Metres Relay,Bronze,Russia
41386,Aleksandr Sergeyevich Goncharov,M,21.0,178.0,78.0,Soviet Union,RUS,1980 Summer,1980,Summer,Moskva,Hockey,Hockey,Bronze,Russia
41387,Valery Goncharov,M,22.0,166.0,62.0,Soviet Union,UKR,1988 Summer,1988,Summer,Seoul,Diving,Diving Springboard,,Ukraine
41388,Vladimir Aleksandrovich Goncharov,M,23.0,167.0,59.0,Russia,RUS,2000 Summer,2000,Summer,Sydney,Shooting,Shooting Air Pistol 10 Metres,,Russia
41388,Vladimir Aleksandrovich Goncharov,M,23.0,167.0,59.0,Russia,RUS,2000 Summer,2000,Summer,Sydney,Shooting,Shooting Free Pistol 50 Metres,,Russia
41388,Vladimir Aleksandrovich Goncharov,M,39.0,167.0,59.0,Russia,RUS,2016 Summer,2016,Summer,Rio de Janeiro,Shooting,Shooting Air Pistol 10 Metres,,Russia
41388,Vladimir Aleksandrovich Goncharov,M,39.0,167.0,59.0,Russia,RUS,2016 Summer,2016,Summer,Rio de Janeiro,Shooting,Shooting Free Pistol 50 Metres,,Russia
41389,Vladislav Olegovich Goncharov,M,20.0,173.0,66.0,Belarus,BLR,2016 Summer,2016,Summer,Rio de Janeiro,Trampolining,Trampolining Individual,Gold,Belarus
41390,Marina Sergeyevna Goncharova,F,22.0,167.0,49.0,Belarus,BLR,2012 Summer,2012,Summer,London,Rhythmic Gymnastics,Rhythmic Gymnastics Group,Silver,Belarus
41391,Nataliya Goncharova,F,26.0,170.0,54.0,Kazakhstan,KAZ,2000 Summer,2000,Summer,Sydney,Fencing,"Fencing Epee, Individual",,Kazakhstan
41392,Nataliya Mikhaylovna Goncharova,F,16.0,155.0,50.0,Russia,RUS,2004 Summer,2004,Summer,Athina,Diving,Diving Synchronized Platform,Silver,Russia
41392,Nataliya Mikhaylovna Goncharova,F,20.0,155.0,50.0,Russia,RUS,2008 Summer,2008,Summer,Beijing,Diving,Diving Platform,,Russia
41393,Nataliya Olegovna Goncharova-Obmochayeva,F,23.0,194.0,75.0,Russia,RUS,2012 Summer,2012,Summer,London,Volleyball,Volleyball,,Russia
41393,Nataliya Olegovna Goncharova-Obmochayeva,F,27.0,194.0,75.0,Russia,RUS,2016 Summer,2016,Summer,Rio de Janeiro,Volleyball,Volleyball,,Russia
41394,Dmitry Mikhaylovich Goncharuk,M,26.0,190.0,112.0,Belarus,BLR,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Shot Put,,Belarus
41435,Tatyana Pavlovna Gonobobleva (Semyonova-),F,23.0,166.0,55.0,Soviet Union,RUS,1972 Summer,1972,Summer,Munich,Volleyball,Volleyball,Gold,Russia
41745,Valery Pavlovich Gopin,M,24.0,186.0,87.0,Soviet Union,RUS,1988 Summer,1988,Summer,Seoul,Handball,Handball,Gold,Russia
41745,Valery Pavlovich Gopin,M,28.0,186.0,87.0,Unified Team,RUS,1992 Summer,1992,Summer,Barcelona,Handball,Handball,Gold,Russia
41745,Valery Pavlovich Gopin,M,32.0,186.0,87.0,Russia,RUS,1996 Summer,1996,Summer,Atlanta,Handball,Handball,,Russia
41750,Nina Yuryevna Gopova-Trofimova,F,23.0,172.0,71.0,Soviet Union,RUS,1976 Summer,1976,Summer,Montreal,Canoeing,"Canoeing Kayak Doubles, 500 Metres",Gold,Russia
41750,Nina Yuryevna Gopova-Trofimova,F,27.0,172.0,71.0,Soviet Union,RUS,1980 Summer,1980,Summer,Moskva,Canoeing,"Canoeing Kayak Doubles, 500 Metres",Silver,Russia
41767,Nikolay Stepanovich Gorbachov,M,24.0,182.0,83.0,Soviet Union,RUS,1972 Summer,1972,Summer,Munich,Canoeing,"Canoeing Kayak Doubles, 1,000 Metres",Gold,Russia
41768,Stepan Gorbachov,M,28.0,171.0,63.0,Kazakhstan,KAZ,2012 Summer,2012,Summer,London,Gymnastics,Gymnastics Individual All-Around,,Kazakhstan
41768,Stepan Gorbachov,M,28.0,171.0,63.0,Kazakhstan,KAZ,2012 Summer,2012,Summer,London,Gymnastics,Gymnastics Floor Exercise,,Kazakhstan
41768,Stepan Gorbachov,M,28.0,171.0,63.0,Kazakhstan,KAZ,2012 Summer,2012,Summer,London,Gymnastics,Gymnastics Parallel Bars,,Kazakhstan
41768,Stepan Gorbachov,M,28.0,171.0,63.0,Kazakhstan,KAZ,2012 Summer,2012,Summer,London,Gymnastics,Gymnastics Horizontal Bar,,Kazakhstan
41768,Stepan Gorbachov,M,28.0,171.0,63.0,Kazakhstan,KAZ,2012 Summer,2012,Summer,London,Gymnastics,Gymnastics Rings,,Kazakhstan
41768,Stepan Gorbachov,M,28.0,171.0,63.0,Kazakhstan,KAZ,2012 Summer,2012,Summer,London,Gymnastics,Gymnastics Pommelled Horse,,Kazakhstan
41769,Vasily Fyodorovich Gorbachov,M,29.0,182.0,75.0,Belarus,BLR,1994 Winter,1994,Winter,Lillehammer,Cross Country Skiing,Cross Country Skiing 30 Kilometres,,Belarus
41769,Vasily Fyodorovich Gorbachov,M,29.0,182.0,75.0,Belarus,BLR,1994 Winter,1994,Winter,Lillehammer,Cross Country Skiing,Cross Country Skiing 50 Kilometres,,Belarus
41770,Nataliya Gorbachova,F,28.0,182.0,99.0,Soviet Union,UKR,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Discus Throw,,Ukraine
41771,Boris Aleksandrovich Gorban,M,21.0,192.0,78.0,Russia,RUS,2000 Summer,2000,Summer,Sydney,Athletics,Athletics 400 Metres Hurdles,,Russia
41771,Boris Aleksandrovich Gorban,M,25.0,192.0,78.0,Russia,RUS,2004 Summer,2004,Summer,Athina,Athletics,Athletics 400 Metres Hurdles,,Russia
41772,Aleksandr Valeryevich Gorbatikov,M,22.0,187.0,86.0,Russia,RUS,2004 Summer,2004,Summer,Athina,Handball,Handball,Bronze,Russia
41775,Sergey Gorbunov,M,22.0,187.0,78.0,Unified Team,EUN,1992 Summer,1992,Summer,Barcelona,Volleyball,Volleyball,,Russia
41776,Tatyana Igorevna Gorbunova,F,18.0,176.0,63.0,Russia,RUS,2008 Summer,2008,Summer,Beijing,Rhythmic Gymnastics,Rhythmic Gymnastics Group,Gold,Russia
41777,Nelli Vissarionovna Gorbyatkova,F,22.0,174.0,71.0,Soviet Union,RUS,1980 Summer,1980,Summer,Moskva,Hockey,Hockey,Bronze,Russia
41778,Larisa Veniaminovna Gorchakova,F,16.0,174.0,57.0,Soviet Union,RUS,1980 Summer,1980,Summer,Moskva,Swimming,Swimming 100 Metres Backstroke,,Russia
41778,Larisa Veniaminovna Gorchakova,F,16.0,174.0,57.0,Soviet Union,RUS,1980 Summer,1980,Summer,Moskva,Swimming,Swimming 200 Metres Backstroke,,Russia
41779,Yelena Yegorovna Gorchakova,F,19.0,167.0,69.0,Soviet Union,RUS,1952 Summer,1952,Summer,Helsinki,Athletics,Athletics Javelin Throw,Bronze,Russia
41779,Yelena Yegorovna Gorchakova,F,31.0,167.0,69.0,Soviet Union,RUS,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Javelin Throw,Bronze,Russia
41780,Anna Yuryevna Gorchyonok,F,24.0,162.0,51.0,Belarus,BLR,2016 Summer,2016,Summer,Rio de Janeiro,Trampolining,Trampolining Individual,,Belarus
41781,Timofey Dmitriyevich Gordeychik,M,26.0,171.0,63.0,Belarus,BLR,2012 Summer,2012,Summer,London,Diving,Diving Platform,,Belarus
41782,Mikhail Nikolayevich Gordeychuk,M,22.0,173.0,65.0,Belarus,BLR,2012 Summer,2012,Summer,London,Football,Football,,Belarus
41783,Andrey Aleksandrovich Gordeyev,M,34.0,182.0,68.0,Belarus,BLR,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Marathon,,Belarus
41784,Irina Andreyevna Gordeyeva,F,25.0,185.0,55.0,Russia,RUS,2012 Summer,2012,Summer,London,Athletics,Athletics High Jump,,Russia
41785,"Yekaterina Aleksandrovna ""Katya"" Gordeyeva (-Grinkova, -Kulik)",F,16.0,168.0,57.0,Soviet Union-1,RUS,1988 Winter,1988,Winter,Calgary,Figure Skating,Figure Skating Mixed Pairs,Gold,Russia
41785,"Yekaterina Aleksandrovna ""Katya"" Gordeyeva (-Grinkova, -Kulik)",F,22.0,168.0,57.0,Russia-1,RUS,1994 Winter,1994,Winter,Lillehammer,Figure Skating,Figure Skating Mixed Pairs,Gold,Russia
41786,Tatyana Vladimirovna Gordeyeva,F,31.0,180.0,67.0,Russia,RUS,2004 Summer,2004,Summer,Athina,Athletics,Athletics Heptathlon,,Russia
41790,Dmitry Gordiyenko,M,22.0,180.0,75.0,Kazakhstan,KAZ,2008 Summer,2008,Summer,Beijing,Swimming,Swimming 200 Metres Individual Medley,,Kazakhstan
41790,Dmitry Gordiyenko,M,22.0,180.0,75.0,Kazakhstan,KAZ,2008 Summer,2008,Summer,Beijing,Swimming,Swimming 400 Metres Individual Medley,,Kazakhstan
41830,Nikolay Goredetsky,M,24.0,178.0,72.0,Russia,RUS,1912 Summer,1912,Summer,Stockholm,Fencing,"Fencing Foil, Individual",,Russia
41831,Aleksandr Yudayevich Gorelik,M,22.0,183.0,82.0,Soviet Union-2,RUS,1968 Winter,1968,Winter,Grenoble,Figure Skating,Figure Skating Mixed Pairs,Silver,Russia
41832,Mikhail Vladimirovich Gorelik,M,18.0,179.0,72.0,Soviet Union,RUS,1976 Summer,1976,Summer,Montreal,Swimming,Swimming 200 Metres Butterfly,,Russia
41832,Mikhail Vladimirovich Gorelik,M,18.0,179.0,72.0,Soviet Union,RUS,1976 Summer,1976,Summer,Montreal,Swimming,Swimming 400 Metres Individual Medley,,Russia
41832,Mikhail Vladimirovich Gorelik,M,22.0,179.0,72.0,Soviet Union,RUS,1980 Summer,1980,Summer,Moskva,Swimming,Swimming 200 Metres Butterfly,,Russia
41833,Pyotr Vasilyevich Gorelikov,M,20.0,179.0,74.0,Soviet Union,RUS,1952 Summer,1952,Summer,Helsinki,Sailing,Sailing Mixed One Person Dinghy,,Russia
41834,Valentin Zakharovich Gorelkin,M,35.0,170.0,73.0,Soviet Union,RUS,1972 Summer,1972,Summer,Munich,Equestrianism,"Equestrianism Mixed Three-Day Event, Individual",,Russia
41834,Valentin Zakharovich Gorelkin,M,35.0,170.0,73.0,Soviet Union,RUS,1972 Summer,1972,Summer,Munich,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",,Russia
41835,Nikolay Fyodorovich Gorelov,M,28.0,170.0,70.0,Soviet Union,RUS,1976 Summer,1976,Summer,Montreal,Cycling,"Cycling Road Race, Individual",,Russia
41836,Nataliya Borisovna Gorelova (Zaytseva-),F,27.0,173.0,56.0,Russia,RUS,2000 Summer,2000,Summer,Sydney,Athletics,"Athletics 1,500 Metres",,Russia
41859,Karina Khavazhevna Goricheva,F,23.0,160.0,63.0,Kazakhstan,KAZ,2016 Summer,2016,Summer,Rio de Janeiro,Weightlifting,Weightlifting Middleweight,Bronze,Kazakhstan
41860,Vladimir Viktorovich Gorin,M,31.0,185.0,84.0,Unified Team,EUN,1992 Summer,1992,Summer,Barcelona,Basketball,Basketball,,Russia
41868,Aleksey Mikhaylovich Gorlachov,M,20.0,186.0,91.0,Russia,RUS,2002 Winter,2002,Winter,Salt Lake City,Luge,Luge Singles,,Russia
41874,Viktor Gorlov,M,42.0,172.0,73.0,Viktoriya,RUS,1960 Summer,1960,Summer,Roma,Sailing,Sailing Mixed 5.5 Metres,,Russia
41875,Sergey Vadimovich Gorlukovich,M,26.0,181.0,77.0,Soviet Union,RUS,1988 Summer,1988,Summer,Seoul,Football,Football,Gold,Russia
41889,Pyotr Ilyich Gornushko,M,23.0,175.0,75.0,Soviet Union,RUS,1976 Summer,1976,Summer,Montreal,Equestrianism,"Equestrianism Mixed Three-Day Event, Individual",,Russia
41889,Pyotr Ilyich Gornushko,M,23.0,175.0,75.0,Soviet Union,RUS,1976 Summer,1976,Summer,Montreal,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",,Russia
41893,Oleg Vladimirovich Goroby,M,21.0,198.0,95.0,Unified Team,EUN,1992 Summer,1992,Summer,Barcelona,Canoeing,"Canoeing Kayak Fours, 1,000 Metres",,Russia
41893,Oleg Vladimirovich Goroby,M,25.0,198.0,95.0,Russia,RUS,1996 Summer,1996,Summer,Atlanta,Canoeing,"Canoeing Kayak Doubles, 500 Metres",,Russia
41893,Oleg Vladimirovich Goroby,M,25.0,198.0,95.0,Russia,RUS,1996 Summer,1996,Summer,Atlanta,Canoeing,"Canoeing Kayak Fours, 1,000 Metres",Bronze,Russia
41893,Oleg Vladimirovich Goroby,M,29.0,198.0,95.0,Russia,RUS,2000 Summer,2000,Summer,Sydney,Canoeing,"Canoeing Kayak Doubles, 1,000 Metres",,Russia
41893,Oleg Vladimirovich Goroby,M,29.0,198.0,95.0,Russia,RUS,2000 Summer,2000,Summer,Sydney,Canoeing,"Canoeing Kayak Fours, 1,000 Metres",,Russia
41895,Elena Gorohova,F,21.0,168.0,54.0,Moldova,MDA,1994 Winter,1994,Winter,Lillehammer,Biathlon,Biathlon7.5 Kilometres Sprint,,Moldova
41895,Elena Gorohova,F,21.0,168.0,54.0,Moldova,MDA,1994 Winter,1994,Winter,Lillehammer,Biathlon,Biathlon15 Kilometres,,Moldova
41895,Elena Gorohova,F,25.0,168.0,54.0,Moldova,MDA,1998 Winter,1998,Winter,Nagano,Biathlon,Biathlon7.5 Kilometres Sprint,,Moldova
41895,Elena Gorohova,F,25.0,168.0,54.0,Moldova,MDA,1998 Winter,1998,Winter,Nagano,Biathlon,Biathlon15 Kilometres,,Moldova
41895,Elena Gorohova,F,29.0,168.0,54.0,Moldova,MDA,2002 Winter,2002,Winter,Salt Lake City,Cross Country Skiing,Cross Country Skiing Sprint,,Moldova
41895,Elena Gorohova,F,29.0,168.0,54.0,Moldova,MDA,2002 Winter,2002,Winter,Salt Lake City,Cross Country Skiing,Cross Country Skiing 15 Kilometres,,Moldova
41895,Elena Gorohova,F,33.0,168.0,54.0,Moldova,MDA,2006 Winter,2006,Winter,Torino,Cross Country Skiing,Cross Country Skiing Sprint,,Moldova
41895,Elena Gorohova,F,33.0,168.0,54.0,Moldova,MDA,2006 Winter,2006,Winter,Torino,Biathlon,Biathlon7.5 Kilometres Sprint,,Moldova
41896,Andrey Vladimirovich Gorokhov,M,23.0,185.0,92.0,Unified Team-2,EUN,1992 Winter,1992,Winter,Albertville,Bobsleigh,Bobsleigh Two,,Russia
